Bill of Lading Number,Arrival Date,Matching Fields,Consignee,Consignee D-U-N-S®,Consignee Global HQ D-U-N-S®,Consignee Domestic HQ D-U-N-S®,Shipper,Shipper D-U-N-S®,Shipper Global HQ D-U-N-S®,Shipper Domestic HQ D-U-N-S®,Carrier,Notify Party,Port of Unlading,Port of Lading,Vessel,Vessel Voyage ID,Vessel IMO,Quantity,Measurement,Weight (kg),Weight (t),Weight (Original Format),Value of Goods (USD),Manifest Number,Industry - GICS,Industry - GICS Description,HS Code,Goods Shipped,_source_file,_source_dir,Group,Category,Cargo,Cargo Detail,Shipper Unified,Consignee Unified,Notify Unified,Report 1,Report 2,Report 3,Report 4,Report 5,Report 6,Filter,Count,H_Shipper_Unified,H_Shipper_Ultimate_Parent,H_Shipper_SIC_Codes,H_Shipper_Match_Method,H_Shipper_Match_Confidence,H_Shipper_Dict_Key,H_Consignee_Unified,H_Consignee_Ultimate_Parent,H_Consignee_Primary_Region,H_Consignee_Match_Method,H_Consignee_Match_Confidence,H_Consignee_Dict_Key,H_Carrier_Unified,H_Carrier_Type,H_Carrier_Match_Method,H_Carrier_Match_Confidence,H_HS2,H_HS4,H_HS6,H_HS_Parsed,H_HS_Match_Method,H_HS_Match_Confidence,H_Cargo_Group,H_Cargo_Category,H_Cargo_Type,H_Cargo_Detail,H_Cargo_Match_Method_wsd,H_Cargo_Match_Confidence,H_Port_Unlading_Unified,H_Port_Unlading_Region,H_Agency_Market,H_Port_Lading_Unified,H_Port_Lading_Country,H_Country_Code,H_Country_ISO,H_Subregion,H_World_Region,H_Trade_Region,H_Trade_Lane,H_Is_Bulk,H_Weight_Tier,H_Shipper_Dict_Version,H_Shipper_Match_Timestamp,H_Consignee_Dict_Version,H_Consignee_Match_Timestamp,Year,H_Cargo_Match_Method,H_Port_Lading_Region
CSSLMET250041,2025-09-25,,Martin Marietta Aggregates,,,,Martin Marietta Materials Canada Limited,,,,CSSL - The Csl Group Inc,,"Tampa, Florida","Auld's Cove, Ns, Canada",CSL METIS,25004,,1 BLK, CF,27778000.0,27778.0,27778000 KG,,1.0,15102010.0,Construction Materials,Classified: 2517.10,CRUSHED GRANITE STONE,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,"MARTIN MARIETTA MATERIALS,","Martin Marietta Materials, Inc.",5032,exact,1.0,UPSPCIQ_31153,MARTIN MARIETTA AGGREGATES,,Southeast Region,exact,1.0,NAME_MARTINMARIETTAAGGREGATES,,,,,25.0,2517.0,251710.0,251710.0,direct,1.0,Construction Materials,,"Sand, Gravel, Stone, Pebbles, Limestone, Aggregates","Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling, or for railway or other ballast; shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated:",,0.9,"Tampa, Florida",Gulf,,"Auld's Cove, Ns, Canada",,,,,,,CA-GULF,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
ONEGMERALT092501,2025-09-25,,Norfalco Llc,,,,Mexichem Fluor S.A. De C.V.,,,,ONEG - Onego Shipping And Chartering B V,"REVELLE SHIPPING WHOLLY OWNED
SUBSIDIARY OF TRICON S/S AGENCY, 1312-C LAKEWOOD DR, SLIDELL LA 70458 // 985 641 0444","Port of New Orleans, New Orleans, Louisiana","Altamira, Mexico",ONEGO MERCHANT,2510,9238363.0,1 BLK, ,1512533.0,1512.53,1512533 KG,,1.0,15102010.0,Construction Materials,Classified: 2517.10,METALLURGICAL GRADE FLUORSPAR GRAVEL LOW CACO S - MM,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,MEXICHEM FLUOR S A DE C V,,,exact,1.0,NAME_MEXICHEMFLUORSADECV,NORFALCO,,South Central Region,exact,1.0,NAME_NORFALCO,,,,,25.0,2517.0,251710.0,251710.0,direct,1.0,Construction Materials,,"Sand, Gravel, Stone, Pebbles, Limestone, Aggregates","Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling, or for railway or other ballast; shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated:",,0.9,"Port of New Orleans, New Orleans, Louisiana",Gulf,,"Altamira, Mexico",,,,,,,MX-GULF,False,Medium,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
ONEGMERALT092502,2025-09-25,,Norfalco Llc,,,,Mexichem Fluor S.A. De C.V.,,,,ONEG - Onego Shipping And Chartering B V,"REVELLE SHIPPING WHOLLY OWNED
SUBSIDIARY OF TRICON S/S AGENCY, 1312-C LAKEWOOD DR, SLIDELL LA 70458 // 985 641 0444","Port of New Orleans, New Orleans, Louisiana","Altamira, Mexico",ONEGO MERCHANT,2510,9238363.0,1 BLK, ,1670518.0,1670.52,1670518 KG,,1.0,15102010.0,Construction Materials,Classified: 2517.41,METALLURGICAL GRADE FLUORSPAR GRAVEL S - MM,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,MEXICHEM FLUOR S A DE C V,,,exact,1.0,NAME_MEXICHEMFLUORSADECV,NORFALCO,,South Central Region,exact,1.0,NAME_NORFALCO,,,,,25.0,2517.0,251741.0,251741.0,direct,1.0,Construction Materials,,"Sand, Gravel, Stone, Pebbles, Limestone, Aggregates","Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling, or for railway or other ballast; shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated:",,0.9,"Port of New Orleans, New Orleans, Louisiana",Gulf,,"Altamira, Mexico",,,,,,,MX-GULF,False,Medium,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
ULTH252076000001,2025-09-25,,,,,,,,,,ULTH - Ultrabulk,,"Jacksonville, Florida","All Other Spain Mediterranean Region Ports, Spain",MANHASSET QUEEN,001,9991276.0,1 BLK, CM,47770.0,47.77,47770 K,,9670.0,15102010.0,Construction Materials,Classified: 2520.10,", MT GYPSUM IN BULK",Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,25.0,2520.0,252010.0,252010.0,direct,1.0,Construction Materials,,Gypsum,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulfate) whether or not colored, with or without small quantities of accelerators or retarders:",,0.9,"Jacksonville, Florida",East Coast,,"All Other Spain Mediterranean Region Ports, Spain",,,,,,,SP-EAST,False,Small,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
PBIHFKSEIS01,2025-09-25,,Amrize Cement Pnw Inc.,,,,"Yamada Sangyo Co., Ltd.",,,,PBIH - Pacific Basin Handysize Ltd,"AMRIZE CEMENT PNW INC.
5400 W. MARGINAL WAY SW., SEATTLE, WASHINGTON 98106 (USA), TEL: 1-206-923-9970","Port of Seattle, Seattle, Washington","Fukuyama, Japan",SEAL ISLAND,80,,1 BLK, ,23590000.0,23590.0,23590000 KG,,1.0,15104050.0,Steel,Classified: 2619.00,GRANULATED BLAST FURNACE SLAG IN BULK,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,YAMADA SANGYO K.K,Yamada Sangyo K.K.,"5032, 5052, 5084, 5099, 5169, 6512",exact,1.0,UPSPCIQ_50017881,AMRIZE CEMENT PNW,,Pacific Region,exact,1.0,NAME_AMRIZECEMENTPNW,,,,,26.0,2619.0,261900.0,261900.0,direct,1.0,Ferrous Raw Materials,,Slags TBN,"Slag, dross",,0.9,"Port of Seattle, Seattle, Washington",West Coast,,"Fukuyama, Japan",,,,,,,JP-WEST,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
THRS9V8978DDMM01,2025-09-25,,Hollingshead Cement Llc,,,,Amreyah Cement Co.,,,,THRS - Thoresen & Co (Bangkok) Ltd,"INTEGRITY CUSTOMS BROKERAGE
2900 NORTH LOOP WEST FREEWAY, HOUSTONTX 77092, US, TE281-319-0270","Houston, Houston, Texas","Abu Kir Bay, Egypt",THOR MONADIC,2505,9331220.0,1 BLK, CM,43298300.0,43298.3,43298300 K,,9680.0,15102010.0,Construction Materials,Classified: 2523.21,. MT GRAY CEMENT TYPE I/II,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,AMREYAH CEMENT,,,exact,1.0,NAME_AMREYAHCEMENT,HOLLINGSHEAD CEMENT,Hollingshead Cement Llc,Southeast Region,exact,1.0,UPSPCIQ_1939954244,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Houston, Houston, Texas",Gulf,,"Abu Kir Bay, Egypt",,,,,,,EG-GULF,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
PXBCMEHOMOAM0101,2025-09-24,,Houston Cement Co. L.P.,,,,Medcem Global Pazarlama A.S.,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,"HOUSTON CEMENT COMPANY LP
2445 TECHNOLOGY FOREST BLVD, THE WOODLANDS TX77381 US","Houston, Houston, Texas","All Other Turkey Mediterranean Region Ports, Turkey",MOONBEAM,03893,,1 BLK, ,50800000.0,50800.0,50800 ET,,447359.0,15102010.0,Construction Materials,Classified: 2523.21,ORDINARY PORTLAND CEMENT IN BULK TYPE I/II LOW ALKALI CONFORMING TO ASTM C-,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,MEDCEM GLOBAL PAZARLAMA A.S,,5039,exact,1.0,NAME_MEDCEMGLOBALPAZARLAMAAS,"HOUSTON CEMENT , L.P","Houston Cement Company, L.P.",Southwest Region,token_similarity,1.0,UPSPCIQ_28943272,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Houston, Houston, Texas",Gulf,,"All Other Turkey Mediterranean Region Ports, Turkey",,,,,,,TU-GULF,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
ULTH252064000001,2025-09-24,,Houston Cement Co. L.P.,,,,Akcansa Cimento San. Tic. A.S. Hc Trad. Malta Atasehir Is 34746,,,,ULTH - Ultrabulk,"HOUSTON CEMENT COMPANY, L.P.
2445 TECHNOLOGY FOREST BLVD, SUITE 250, THE WOODLANDSTX 77381, TEUS","Houston, Houston, Texas","All Other Turkey Mediterranean Region Ports, Turkey",AGRAFA,25206,,1 BLK, CM,50209000.0,50209.0,50209000 K,,9645.0,15102010.0,Construction Materials,Classified: 2523.21,",. MT ORDINARY PORTLAND CEMENT IN BULK",Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,AKCANSA CIMENTO SAN. TIC. A.S. HC TRAD. MALTA ATASEHIR IS 34746,,,exact,1.0,NAME_AKCANSACIMENTOSANTICASHCTRADMALTAATASEHIRIS34746,"HOUSTON CEMENT , L.P","Houston Cement Company, L.P.",Southwest Region,token_similarity,1.0,UPSPCIQ_28943272,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Houston, Houston, Texas",Gulf,,"All Other Turkey Mediterranean Region Ports, Turkey",,,,,,,TU-GULF,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
WETB027044,2025-09-24,,Amrize Cement Pnw Inc.,,,,,,,,WETB - Western Towboat Company,"A.N. DERINGER
16238 42ND AVE S, TUKWILA, WA, US, 98188, TE206-933-5618","Port of Seattle, Seattle, Washington","Victoria, Bc, Canada",WESTERN 7,27044,,1 BLK, ,4500000.0,4500.0,4500000 KG,,1.0,15102010.0,Construction Materials,Classified: 2520.10,BULK GYPSUM,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,,,,unmatched,0.0,,AMRIZE CEMENT PNW,,Pacific Region,exact,1.0,NAME_AMRIZECEMENTPNW,,,,,25.0,2520.0,252010.0,252010.0,direct,1.0,Construction Materials,,Gypsum,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulfate) whether or not colored, with or without small quantities of accelerators or retarders:",,0.9,"Port of Seattle, Seattle, Washington",West Coast,,"Victoria, Bc, Canada",,,,,,,CA-WEST,False,Medium,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
WETB027044A,2025-09-24,,Ash Grove Cement Co.,,,,,,,,WETB - Western Towboat Company,,"Port of Seattle, Seattle, Washington","Victoria, Bc, Canada",WESTERN 7,27044,,1 BLK, ,2600000.0,2600.0,2600000 KG,,1.0,15102010.0,Construction Materials,Classified: 2520.10,BULK GYPSUM,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,25.0,2520.0,252010.0,252010.0,direct,1.0,Construction Materials,,Gypsum,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulfate) whether or not colored, with or without small quantities of accelerators or retarders:",,0.9,"Port of Seattle, Seattle, Washington",West Coast,,"Victoria, Bc, Canada",,,,,,,CA-WEST,False,Medium,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
DMNAGREENGEM5303,2025-09-22,,Cemex Construction Materials,,,,Vissai Ninh Binh Jsc,,,,DMNA - Dampskibsselskabet Norden Aktieselskab,"CEMEX INC
10100 KATY FREEWAY, SUITE 300, HOUSTON TX77043 US","Service Port-San Francisco, San Francisco, California","All Other Viet Nam Ports, Vietnam",GREEN GEM,53,,1 BLK, ,17850000.0,17850.0,17850 ET,,450696.0,15102010.0,Construction Materials,Classified: 2523.21,"ORDINARY PORTLAND CEMENT IN BULK TYPE II/V CONFORMING TO ASTM (, METRIC TONS)",Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,VISSAI NINH BINH JSC,,,exact,1.0,NAME_VISSAININHBINHJSC,"CEMEX, B.","Cemex, S.A.B. De C.V.",Southeast Region,exact,1.0,UPSPCIQ_404061,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Service Port-San Francisco, San Francisco, California",West Coast,,"All Other Viet Nam Ports, Vietnam",,,,,,,VI-WEST,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
OMIW027018,2025-09-22,,Ash Grove Cement Co.,,,,Amrize Canada Inc.,,,,OMIW - Olson Marine Inc,"GEORGE S. BUSH &AMP; CO., INC.
5331 S MACADAM AVE, STE 370, PORTLAND, OR, US, 97239, TE503-228-6501","Port of Portland, Portland, Oregon","Beale Cove, Bc, Canada",YELLOW CEDAR,27018,,1 BLK, ,8400000.0,8400.0,8400000 KG,,1.0,15102010.0,Construction Materials,Classified: 6802.92,BULK LIMESTONE,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,AMRIZE CANADA,,,exact,1.0,NAME_AMRIZECANADA,,,,unmatched,0.0,,,,,,68.0,6802.0,680292.0,680292.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",,0.9,"Port of Portland, Portland, Oregon",West Coast,,"Beale Cove, Bc, Canada",,,,,,,CA-WEST,False,Medium,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
CSSLVERI25009,2025-09-21,,Martin Marietta Aggregates,,,,Bahama Rock Ltd.,,,,CSSL - The Csl Group Inc,,"Jacksonville, Florida","Freeport, Grand Bahama I, Bahamas",ALGOMA VERITY,25009,,1 BLK, CF,46379000.0,46379.0,46379000 KG,,1.0,15102010.0,Construction Materials,Classified: 6802.92,LIMESTONE,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,BAHAMA ROCK,,,exact,1.0,NAME_BAHAMAROCK,MARTIN MARIETTA AGGREGATES,,Southeast Region,exact,1.0,NAME_MARTINMARIETTAAGGREGATES,,,,,68.0,6802.0,680292.0,680292.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",,0.9,"Jacksonville, Florida",East Coast,,"Freeport, Grand Bahama I, Bahamas",,,,,,,BA-EAST,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,Gulf
OFCWHRKHOU454601,2025-09-20,,Argos Usa,,,,Nuh Cimento Sanayi Anonim Sirketi,,,,OFCW - Oldendorff Carriers,"ARGOS USA, LLC.
C3015 WINDWARD PLAZA DR., ALPHARETTA, GA 30005","Houston, Houston, Texas","Izmit, Turkey",ARUNA ISMAIL,04546,9637296.0,1 BLK, ,44600000.0,44600.0,44600 ET,,1.0,15101010.0,Commodity Chemicals,Classified: 3901.20,A QUANTITY OF GREY CEMENT,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,NUH CIMENTO SANAYI ANONIM SIRKETI,,,exact,1.0,NAME_NUHCIMENTOSANAYIANONIMSIRKETI,ARGOS USA,,South Central Region,exact,1.0,NAME_ARGOSUSA,,,,,39.0,3901.0,390120.0,390120.0,direct,1.0,Agricultural Products,,Rubber,"Polymers of ethylene, in primary forms:",,0.9,"Houston, Houston, Texas",Gulf,,"Izmit, Turkey",,,,,,,TU-GULF,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
CSSLSANN250153,2025-09-20,,Eagle Rock Aggregates Inc.,,,,Orca Sand And Gravel Ltd.,,,,CSSL - The Csl Group Inc,,"Port of Redwood City, Redwood City, California","All Other Canada Pacific Region Ports, Canada",SHEILA ANN,25015,,1 BLK, CF,35348000.0,35348.0,35348000 KG,,1.0,15102010.0,Construction Materials,Classified: 2517.10,CONCRETE SAND AND GRAVEL,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,ORCA SAND AND GRAVEL,,1442,exact,1.0,NAME_ORCASANDANDGRAVEL,EAGLE ROCK AGGREGATES,,Pacific Region,exact,1.0,NAME_EAGLEROCKAGGREGATES,,,,,25.0,2517.0,251710.0,251710.0,direct,1.0,Construction Materials,,"Sand, Gravel, Stone, Pebbles, Limestone, Aggregates","Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling, or for railway or other ballast; shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated:",,0.9,"Port of Redwood City, Redwood City, California",,,"All Other Canada Pacific Region Ports, Canada",,,,,,,CA-US,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
ULTH252029000101,2025-09-20,,Cimsa Americas Cement,,,,Sonmez Cimento Api Ve Madencilik,,,,ULTH - Ultrabulk,"BYSCO INTERNATIONAL, LLC
133 N. FRIENDSWOOD DR. #107, FRIENDSWOODTX 77546, US","Port of Lake Charles, Lake Charles, Louisiana","All Other Turkey Mediterranean Region Ports, Turkey",CALYPSO.GR,01,9785134.0,23822 BAG, CM,35769000.0,35769.0,35769000 K,,9661.0,15102010.0,Construction Materials,Classified: 2523.21,GRAY PORTLAND CEMENT IN BIG BAG. MT,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,SÖNMEZ PAMUKLU SANAYII A.S,Sönmez Pamuklu Sanayii A.S.,,exact,1.0,UPSPCIQ_10160192,CIMSA AMERICAS CEMENT MANUFACTURING AND SALES,Cimsa Americas Cement Manufacturing And Sales Corp.,South Central Region,exact,1.0,UPSPCIQ_1675279944,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Port of Lake Charles, Lake Charles, Louisiana",Gulf,,"All Other Turkey Mediterranean Region Ports, Turkey",,,,,,,TU-GULF,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
DMNAGREENGEM5302,2025-09-20,,Cemex Construction Materials,,,,Vissai Ninh Binh Jsc,,,,DMNA - Dampskibsselskabet Norden Aktieselskab,"CEMEX INC
10100 KATY FREEWAY, SUITE 300, HOUSTON TX77043 US","Port of Redwood City, Redwood City, California","All Other Viet Nam Ports, Vietnam",GREEN GEM,53,,1 BLK, ,10000000.0,10000.0,10000 ET,,450696.0,15102010.0,Construction Materials,Classified: 2523.21,"ORDINARY PORTLAND CEMENT IN BULK TYPE II/V CONFORMING TO ASTM (, METRIC TONS)",Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,VISSAI NINH BINH JSC,,,exact,1.0,NAME_VISSAININHBINHJSC,"CEMEX, B.","Cemex, S.A.B. De C.V.",Southeast Region,exact,1.0,UPSPCIQ_404061,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Port of Redwood City, Redwood City, California",,,"All Other Viet Nam Ports, Vietnam",,,,,,,VI-US,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
PBIMZOSI501,2025-09-19,,,,,,,,,,PBIM - Pacific Basin Supramax Limited,,"Port Of NewHampshire, Portsmouth, New Hampshire","All Other Spain Mediterranean Region Ports, Spain",ZOITSA SIGALA,5,,1 BLK, ,44650000.0,44650.0,44650000 KG,,1.0,15102010.0,Construction Materials,Classified: 2520.10,GYPSUM IN BULK,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,25.0,2520.0,252010.0,252010.0,direct,1.0,Construction Materials,,Gypsum,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulfate) whether or not colored, with or without small quantities of accelerators or retarders:",,0.9,"Port Of NewHampshire, Portsmouth, New Hampshire",,,"All Other Spain Mediterranean Region Ports, Spain",,,,,,,SP-US,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
SMTHHESASTR0201,2025-09-19,,Hlj International Trading Co.,,,,Nuh Cimento Sanayi Anonim Sirketi,,,,SMTH - Smt Shipping (Cyprus) Ltd,"HLJ INTERNATIONAL TRADING COMPANY
LLC., 200 NORTH LASALLE STREET, SUITE 2020, IL 60601-1025, CHICAGO US","Georgia Ports Authority, Savannah, Georgia","All Other Turkey Black Sea and Sea of Marmara Port, Turkey",STRAIT PEARL,02,,14657 BAG, ,22000000.0,22000.0,22000000 KG,,443729.0,15102010.0,Construction Materials,Classified: 2523.21,"CEMENT TYPE I/II ACCORDING TO ASTM C (LOW ALKALI PORTLAND CEMENT) IN BIGBAGS NET WEIGHT:., MT",Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,NUH CIMENTO SANAYI ANONIM SIRKETI,,,exact,1.0,NAME_NUHCIMENTOSANAYIANONIMSIRKETI,HLJ INTERNATIONAL TRADING,,Southeast Region,exact,1.0,NAME_HLJINTERNATIONALTRADING,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Georgia Ports Authority, Savannah, Georgia",East Coast,,"All Other Turkey Black Sea and Sea of Marmara Port, Turkey",,,,,,,TU-EAST,False,Large,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
CSSLSANN250152,2025-09-19,,Eagle Rock Aggregates Inc.,,,,Orca Sand And Gravel Ltd.,,,,CSSL - The Csl Group Inc,,"Port of Richmond, Richmond, California","All Other Canada Pacific Region Ports, Canada",SHEILA ANN,25015,,1 BLK, CF,7258000.0,7258.0,7258000 KG,,1.0,15102010.0,Construction Materials,Classified: 2517.10,CONCRETE SAND AND GRAVEL,Panjiva-US_Imports-all-results_1_to_3808_of_3808-2025-10-21-15-34_processed.csv,others,,,,,,,,,,,,,,,,ORCA SAND AND GRAVEL,,1442,exact,1.0,NAME_ORCASANDANDGRAVEL,EAGLE ROCK AGGREGATES,,Pacific Region,exact,1.0,NAME_EAGLEROCKAGGREGATES,,,,,25.0,2517.0,251710.0,251710.0,direct,1.0,Construction Materials,,"Sand, Gravel, Stone, Pebbles, Limestone, Aggregates","Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling, or for railway or other ballast; shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated:",,0.9,"Port of Richmond, Richmond, California",West Coast,,"All Other Canada Pacific Region Ports, Canada",,,,,,,CA-WEST,False,Medium,20251206,20251206_214817,20251206,20251206_214817,2025,hs_based,
