Bill of Lading Number,Shipment Date,Matching Fields,Shipper,Shipper Address,Shipper City,Shipper State/Region,Shipper Postal Code,Shipper Country,Shipper Full Address,Shipper Email 1,Shipper Email 2,Shipper Email 3,Shipper Phone 1,Shipper Phone 2,Shipper Phone 3,Shipper Fax,Shipper Website 1,Shipper Website 2,Shipper Profile,Shipper SPCIQ ID,Shipper MI Key,Shipper D-U-N-S®,Shipper Industry,Shipper Revenue,Shipper Employees,Shipper Market Capitalization,Shipper Incorporation Year,Shipper Trade Roles,Shipper SIC Codes,Shipper Stock Tickers,Shipper (Original Format),Shipper Global HQ,Shipper Global HQ Address,Shipper Global HQ D-U-N-S®,Shipper Domestic HQ,Shipper Domestic HQ Address,Shipper Domestic HQ D-U-N-S®,Shipper Ultimate Parent,Shipper Ultimate Parent Website,Shipper Ultimate Parent Headquarters Address,Shipper Ultimate Parent Profile,Shipper Ultimate Parent SPCIQ ID,Shipper Ultimate Parent MI Key,Shipper Ultimate Parent Stock Tickers,Carrier,Shipment Destination,Port of Lading,Port of Lading Region,Port of Lading Country,Port of Unlading,Port of Unlading Region,Port of Unlading Country,Place of Receipt,Vessel,Vessel Country,Vessel SCAC,Transport Flight Code,Is Containerized,Volume (TEU),Item Quantity,Weight (kg),Weight (t),Weight (Original Format),Value of Goods (USD),Equipment Type,Equipment Dimensions,Industry - GICS,Industry - GICS Description,Container Number,HS Code,Goods Shipped,Container Quantities,Divided/LCL
OOLU2725310310,2023-09-27,,Radiant Global Logistics,Triton Towers Two Seventh Floor 700 S. Renton Village Place,Renton,Washington,98057,,"Triton Towers Two, Seventh Floor, 700 S. Renton Village Place, Renton Washington 98057, United States",chb@radiantdelivers.com,sanintl@airgroup.com,satops@airgroup.com,+1 425 462 1094,,,+1 425 462 0768,,,https://panjiva.com/Radiant-Global-Logistics/24915823,3604786.0,4995267.0,184675994.0,Air Freight and Logistics,902696000.0,1007.0,313112955.0,2001.0,"Logistics, Wholesale",4731,AMEX:RLGT,"Radiant Global Logistics, Inc. Dba",Radiant Global Logistics Dba Radiant,"405 114th Ave SE FL 3, Bellevue, WA 98004, USA",,Radiant Global Logistics Dba Radiant,"405 114th Ave SE FL 3, Bellevue, WA 98004, USA",184675994.0,"Radiant Logistics, Inc.",radiantdelivers.com,"Triton Towers Two, Seventh Floor, 700 S. Renton Village Place, Renton Washington 98057, United States",https://panjiva.com/Radiant-Logistics-Inc/54569386,3604786.0,4995267.0,AMEX:RLGT,OOLU - Orient Overseas Container Line Ltd,,"The Port of Charleston, Charleston, South Carolina",Southeast Region,United States,"Bremerhaven, Germany",Western Europe,Germany,,Cosco Development,,OOLU - Orient Overseas Container Line Ltd,067E-E,,,20 PC,18597.0,18.597,18597 KG,37300.0,,"L: unknown
H: unknown
W: unknown",15102010,Construction Materials,,Classified: 6802.91,LIMESTONE,,
PEVGVH013442,2023-09-19,,Global Cement Products,4000 Pinemont Drive,Houston,Texas,77018,,"4000 Pinemont Drive, Houston Texas 77018, United States",,,,,,,,,,https://panjiva.com/Global-Cement-Products/133026776,99358382.0,7563430.0,,Construction Materials,,30.0,,1964.0,,,,Global Cement Products,,,,,,,Cemix Group,www.cemix.com,Mexico,https://panjiva.com/CEMIX-GROUP/59290975,424694096.0,8394664.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Eleuthera Island, Bahamas",Caribbean,Bahamas,PT EVERGLADES,GRAND EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,328S,,,1,32650.0,32.65,32.65,4600.0,,,15102010,Construction Materials,,2523,18 PL STC CEMENT SUPERBAGS SHORTSHIPPED FROM INVOICE ON BL PEVGVH013321 AES ITN X20230815672576,,
88932,2023-09-18,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,V0889,,,60,82270.0,82.27,82.27,13200.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
B229935001,2023-09-16,,Txechnipfmc,13138 Lockwood Road,Houston,Texas,77044,United States,"13138 Lockwood Rd, Houston, TX 77044, USA",,,,,,,,,,https://panjiva.com/Txechnipfmc/133155329,,,,,,,,,,,,Txechnipfmc,,,,,,,,,,,,,,IDMC - Industrial Maritime Carriers Llc,Guyana,"Houston, Houston, Texas",Southwest Region,United States,"Georgetown, Guyana",South America,Guyana,HOUSTON,INDUSTRIAL HOBART,Antigua & Barbuda,IDMC - Industrial Maritime Carriers Llc,03037,,,4,1400.0,1.4,1.4,38500.0,,,"20106020, 25201040","Industrial Machinery, Household Appliances",,8484.90; 8467.99,METAL SEAL H4; ROV TOOL SEA REPLACEMENT,; ,
B229792001,2023-09-16,,Halliburton Energy Services,3000 N Sam Houston Pkwy E,Houston,Texas,77032-3299,,"3000 N Sam Houston Pkwy E, Houston Texas 77032-3299, United States",,,,,,,,,,https://panjiva.com/Halliburton-Energy-Services/133038947,952391.0,7182813.0,,Energy Equipment and Services,,40000.0,,1919.0,Manufacturer,,,Halliburton Energy Services,,,,,,,Halliburton Company,www.halliburton.com,"3000 North Sam Houston Parkway East, Houston Texas 77032, United States",https://panjiva.com/Halliburton-Company/58114073,177698.0,4010641.0,"NYSE:HAL, BOVESPA:HALI34",IDMC - Industrial Maritime Carriers Llc,Trinidad and Tobago,"Houston, Houston, Texas",Southwest Region,United States,"Point Lisas, Trinidad and Tobago",Caribbean,Trinidad and Tobago,HOUSTON,INDUSTRIAL HOBART,Antigua & Barbuda,IDMC - Industrial Maritime Carriers Llc,03037,,,3,2780.0,2.78,2.78,1600.0,,,15102010,Construction Materials,,2517.49,TEMPERUS,,
PEVCCC001409,2023-09-15,,Global Cement Products,4000 Pinemont Drive,Houston,Texas,77018,,"4000 Pinemont Drive, Houston Texas 77018, United States",,,,,,,,,,https://panjiva.com/Global-Cement-Products/133026776,99358382.0,7563430.0,,Construction Materials,,30.0,,1964.0,,,,Global Cement Products,,,,,,,Cemix Group,www.cemix.com,Mexico,https://panjiva.com/CEMIX-GROUP/59290975,424694096.0,8394664.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"All Other Bahamas Ports, Bahamas",Caribbean,Bahamas,PT EVERGLADES,SEA EXPRESS II,Antigua & Barbuda,SILJ - Seacor Island Lines,1142S,,,1,62560.0,62.56,62.56,482000.0,,,20106020,Industrial Machinery,,8427.20,1 UN JLG 860SJ 2017 ORANGE S N 03002334661 TELESCOPIC 4WD LIFT BOOM 84 TO 86 GCP INV 7670 PO 90414199CK1 ITN X20230907944151 1 UN JLG 1255 BOOM LIFT 2021 S N 0100107296 GLOBAL CEMENT INV 7670 ATTACHED P.O 90414199CK1 ITN X20230907952881 1 UN JLG 1255 2021 YEL ORGN S N 0160107297 FORKLIFT GCP INV 7670 PO 90414199CK1 ITN X20230907950322 1 UN JLG 660SJ 2019 S N 0300259628 TELESCOPIC 4WD LIFT DECLARED VALUE PREPAID PROHIBITED. NON NEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE AT BY IN WITNESS WHERE OF THE MASTER OF AGEN BEING ACCOMPLISHED THE OTHER S TO STA AFFIRMED TO BILL OF LADING ALL OF THIS . DATED AT PORT EVERGLADES FL US BY NAME OF AGENT PER FOR THE MASTER PAGE. 1 TERMS OF BI BOOM 65 TO 70 GCP INV 7670 PO 90414199CK1 ITN X20230907946906,,
812520036,2023-09-14,,Sealy Richmond Plant,350 Northwest N Street,Richmond,Indiana,47374,United States,"350 NW N St, Richmond, IN 47374, USA",,,,,,,,,,https://panjiva.com/Sealy-Richmond-Plant/166804233,,,,,,,,,Manufacturer,,,Sealy Richmond Plant,,,,,,,,,,,,,,,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"All Other Canada Atlantic Region Ports, Canada",North America,Canada,SEATTLE,NACC POROS,Portugal (Mar),,,,,1,5200000.0,5200.0,5200.0,832000.0,,,15102010,Construction Materials,,2523,NEW CEMENT GRADE 100,,
OOLU2035880750,2023-09-08,,Savino Del Bene Usa. Inc.,34 Englehard Ave,Avenel,New Jersey,07001,,"34 Englehard Ave, Avenel New Jersey 07001, United States",,,,+1 732 574 3900,,,,,,https://panjiva.com/Savino-Del-Bene-USA-Inc/42525481,30489283.0,7467382.0,780653713.0,Air Freight and Logistics,,2600.0,,1989.0,,5137,,"Savino Del Bene U.S.A., Inc.",,,,,,,Savino Del Bene S.P.A.,www.savinodelbene.com,"Via del Botteghino 24/26/28A, Scandicci Florence 50018, Italy",https://panjiva.com/Savino-Del-Bene-S-p-A/54646814,8333176.0,7084858.0,,OOLU - Orient Overseas Container Line Ltd,,"Port Of Entry-Miami Seaport, Miami, Florida",Southeast Region,United States,"Fos, France",Western Europe,France,,Vienna Express,,OOLU - Orient Overseas Container Line Ltd,091E-E,,,12 PL,17305.0,17.305,17305 KG,31700.0,,"L: unknown
H: unknown
W: unknown",15102010,Construction Materials,,Classified: 6810.99,CEMENT,,
88732,2023-09-05,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,V0887,,,64,87750.0,87.75,87.75,22800.0,,,15102010,Construction Materials,,2523.21,CEMENT,,
88702,2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Order,,,,,,,,,,,,,,,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,V0887,,,1,350.0,0.35,0.35,7100.0,,,45203015,Electronic Components,,8534.00,CEMENT BOARD & VARIOUS ITEMS,,
88758,2023-09-05,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,V0887,,,11,19180.0,19.18,19.18,5000.0,,,15102010,Construction Materials,,2523.21,CEMENT,,
PEVABH017485,2023-09-01,,Cement It,2455 E Sunrise Blvd Suite 1103,Fort Lauderdale,Florida,33304,,"2455 E Sunrise Blvd, Suite 1103, Fort Lauderdale Florida 33304, United States",,,,,,,,,,https://panjiva.com/Cement-It/133122199,528766674.0,13021994.0,,Trading Companies and Distributors,,,,1999.0,,,,Cement It,,,,,,,"Cement It, Inc.",www.cement-it.com,"2455 E Sunrise Blvd, Suite 1103, Fort Lauderdale Florida 33304, United States",https://panjiva.com/Cement-IT-Inc/65270314,528766674.0,13021994.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,PT EVERGLADES,SEA EXPRESS II,Antigua & Barbuda,SILJ - Seacor Island Lines,1137,,,1,46040.0,46.04,46.04,6400.0,,,15102010,Construction Materials,,2523,12 PL CEMENT BAGS 540 BAGS 12 PL CEMENT BAGS 540 BAGS CEMENT IT AES ITN X20230828384709,,
PEVABH017474,2023-09-01,,Cement It,2455 E Sunrise Blvd Suite 1103,Fort Lauderdale,Florida,33304,,"2455 E Sunrise Blvd, Suite 1103, Fort Lauderdale Florida 33304, United States",,,,,,,,,,https://panjiva.com/Cement-It/133122199,528766674.0,13021994.0,,Trading Companies and Distributors,,,,1999.0,,,,Cement It,,,,,,,"Cement It, Inc.",www.cement-it.com,"2455 E Sunrise Blvd, Suite 1103, Fort Lauderdale Florida 33304, United States",https://panjiva.com/Cement-IT-Inc/65270314,528766674.0,13021994.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,PT EVERGLADES,SEA EXPRESS II,Antigua & Barbuda,SILJ - Seacor Island Lines,1137,,,1,23020.0,23.02,23.02,3200.0,,,15102010,Construction Materials,,2523,12 PL CEMENT BAGS 540 BAGS CEMENT IT AES ITN X20230828384247,,
PEVCII003319,2023-09-01,,Global Cement Products,4000 Pinemont Drive,Houston,Texas,77018,,"4000 Pinemont Drive, Houston Texas 77018, United States",,,,,,,,,,https://panjiva.com/Global-Cement-Products/133026776,99358382.0,7563430.0,,Construction Materials,,30.0,,1964.0,,,,Global Cement Products,,,,,,,Cemix Group,www.cemix.com,Mexico,https://panjiva.com/CEMIX-GROUP/59290975,424694096.0,8394664.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"All Other Bahamas Ports, Bahamas",Caribbean,Bahamas,PT EVERGLADES,VI-NAIS,Vanuatu,SILJ - Seacor Island Lines,475S,,,1,20840.0,20.84,20.84,33100.0,,,15102010,Construction Materials,,6810,12 PL CEMENT 480 BAGS GLOBAL CEMENT PRODUCTS INC AES ITN X20230823119019 SHIPET AT CONSIGNEE RISK,,
1,2023-02-26,,Intl Materials Inc.,327 Plaza Real,Boca Raton,Florida,33432,United States,"327 Plaza Real #320, Boca Raton, FL 33432, USA",,,,+1 561 705 0350,,,,,,https://panjiva.com/Intl-Materials-Inc/31825099,,,187846217.0,,51070647.0,140.0,,1987.0,,6221,,International Materials,,,,,,,,,,,,,,LCIR - Lafarge Canada Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,TCT 8000,CANADA,LCIR - Lafarge Canada Inc,24418,,,1,7800000.0,7800.0,7800.0,4602000.0,,,15102010,Construction Materials,,2520.10,GYPSUM,,
1,2023-02-26,,Intl Materials Inc.,327 Plaza Real,Boca Raton,Florida,33432,United States,"327 Plaza Real #320, Boca Raton, FL 33432, USA",,,,+1 561 705 0350,,,,,,https://panjiva.com/Intl-Materials-Inc/31825099,,,187846217.0,,51070647.0,140.0,,1987.0,,6221,,International Materials,,,,,,,,,,,,,,LCIR - Lafarge Canada Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,TCT 8000,CANADA,LCIR - Lafarge Canada Inc,24429,,,1,7800.0,7.8,7.8,4600.0,,,15102010,Construction Materials,,2520.10,GYPSUM,,
1,2023-02-24,,Lafarge Na,5400 West Marginal Way Southwest,Seattle,Washington,98106,United States,"5400 W Marginal Way SW, Seattle, WA 98106, USA",,,,,,,,,,https://panjiva.com/Lafarge-Na/133148007,,,,,,,,,,,,Lafarge Na,,,,,,,,,,,,,,SBBL - Salmon Bay Barge Line Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,LAFARGE EAGLE,USA,SBBL - Salmon Bay Barge Line Inc,24426,,,1,2000000.0,2000.0,2000.0,260000.0,,,15102010,Construction Materials,,2523.29,SLAG CEMENT,,
OTUS12B,2023-02-23,,Tauber Petrochemical,,,,,,United States,,,,,,,,,,https://panjiva.com/Tauber-Petrochemical/132902063,6463172.0,8412131.0,,"Oil, Gas and Consumable Fuels",,50.0,,,,,,Tauber Petrochemical,,,,,,,"Tauber Oil Company, Inc.",tauberoil.com,"55 Waugh Drive, Suite 700, Houston Texas 77007, United States",https://panjiva.com/Tauber-Oil-Company-Inc/54255887,4161998.0,4115434.0,,OTUS - Odfjell Tankers As,South Africa,"Houston, Houston, Texas",Southwest Region,United States,"Durban, South Africa",Southern Africa,South Africa,HOUSTON,BOW ELM,Norway (Nis),OTUS - Odfjell Tankers As,1,,,1,1051000.0,1051.0,1051.0,746000.0,,,15102010,Construction Materials,,2520.20,HEXANE INDUSTRIAL,,
OTUS12A,2023-02-23,,Tauber Petrochemical,,,,,,United States,,,,,,,,,,https://panjiva.com/Tauber-Petrochemical/132902063,6463172.0,8412131.0,,"Oil, Gas and Consumable Fuels",,50.0,,,,,,Tauber Petrochemical,,,,,,,"Tauber Oil Company, Inc.",tauberoil.com,"55 Waugh Drive, Suite 700, Houston Texas 77007, United States",https://panjiva.com/Tauber-Oil-Company-Inc/54255887,4161998.0,4115434.0,,OTUS - Odfjell Tankers As,India,"Houston, Houston, Texas",Southwest Region,United States,"Kandla, India",Southern Asia,India,HOUSTON,BOW ELM,Norway (Nis),OTUS - Odfjell Tankers As,1,,,1,1051000.0,1051.0,1051.0,746000.0,,,15102010,Construction Materials,,2520.20,HEXANE INDUSTRIAL,,
PEVGC117009,2023-02-22,,Decco,1596 Pioneer Way,El Cajon,California,92020-1673,,"1596 Pioneer Way, El Cajon California 92020-1673, United States",,,,,,,,,,https://panjiva.com/Decco/143722163,117484302.0,8212785.0,,Metals and Mining,,,,1974.0,,,,Decco,,,,,,,"Decco Castings, Inc.",www.deccocastings.com,"1596 Pioneer Way, El Cajon California 92020-1673, United States",https://panjiva.com/Decco-Castings-Inc/57606361,117484302.0,8212785.0,,HYBU - Hybur Ltd,Cayman Islands,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Georgetown, Cayman Islands",Caribbean,Cayman Islands,PT EVERGLADES,BF FORTALEZA,Cyprus,HYBU - Hybur Ltd,011SB,,,1,7340.0,7.34,7.34,1500.0,,,15102010,Construction Materials,,2523,8984822 SEAL103478015877281 SLAC. BUILDING MATERIALS MIXED COMMODITIES CONSIGNEE OWN CONTAINER AES ITN X20230222979362 X20230222977601,,
MCB215783001,2023-02-19,,Occ Maritime As Agents For,232 Andalusia Avenue,Coral Gables,Florida,33134,United States,"232 Andalusia Ave #370, Coral Gables, FL 33134, USA",,,,,,,,,,https://panjiva.com/Occ-Maritime-As-Agents-For/133004944,,,,,,,,,Logistics,,,Occ Martime  As Agents For,,,,,,,,,,,,,,IDMC - Industrial Maritime Carriers Llc,Guyana,"Houston, Houston, Texas",Southwest Region,United States,"Georgetown, Guyana",South America,Guyana,HOUSTON,LADY LUCIANA,Panama,IDMC - Industrial Maritime Carriers Llc,02942,,,1,39660.0,39.66,39.66,244000.0,,,25101010,Auto Parts & Equipment,,8708.99,1 PIECE STC TOWABLE BATCHING PLANT CONECO MODEL LOPRO 327 SERIAL NUMBER 11323L 1 PIECE STC 400BBL CEMENT SILO 4 PIECES STC PIECES MISC. COMPONENTS FREIGHT PREPIAD ON BOARD 2192023 ITN 20221223869017 MATES REMARKS FRAMES BENDED,,
1,2023-02-16,,Lafarge Na,5400 West Marginal Way Southwest,Seattle,Washington,98106,United States,"5400 W Marginal Way SW, Seattle, WA 98106, USA",,,,,,,,,,https://panjiva.com/Lafarge-Na/133148007,,,,,,,,,,,,Lafarge Na,,,,,,,,,,,,,,SBBL - Salmon Bay Barge Line Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,LAFARGE EAGLE,USA,SBBL - Salmon Bay Barge Line Inc,24399,,,1,4500000.0,4500.0,4500.0,585000.0,,,15102010,Construction Materials,,2523.29,SLAG CEMENT,,
1,2023-02-15,,Lafarge Na,5400 West Marginal Way Southwest,Seattle,Washington,98106,United States,"5400 W Marginal Way SW, Seattle, WA 98106, USA",,,,,,,,,,https://panjiva.com/Lafarge-Na/133148007,,,,,,,,,,,,Lafarge Na,,,,,,,,,,,,,,LCIR - Lafarge Canada Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,TCT 8000,CANADA,LCIR - Lafarge Canada Inc,24391,,,1,4500000.0,4500.0,4500.0,7515000.0,,,15104050,Steel,,2619.00,SLAG,,
42,2023-02-14,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,857,,,60,82270.0,82.27,82.27,19700.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
1,2023-02-07,,Lafarge Na,5400 West Marginal Way Southwest,Seattle,Washington,98106,United States,"5400 W Marginal Way SW, Seattle, WA 98106, USA",,,,,,,,,,https://panjiva.com/Lafarge-Na/133148007,,,,,,,,,,,,Lafarge Na,,,,,,,,,,,,,,SBBL - Salmon Bay Barge Line Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,LAFARGE EAGLE,USA,SBBL - Salmon Bay Barge Line Inc,24376,,,1,5800000.0,5800.0,5800.0,754000.0,,,15102010,Construction Materials,,2523.29,SLAG CEMENT,,
PEVABH015289,2023-02-06,,Cement It,2455 E Sunrise Blvd Suite 1103,Fort Lauderdale,Florida,33304,,"2455 E Sunrise Blvd, Suite 1103, Fort Lauderdale Florida 33304, United States",,,,,,,,,,https://panjiva.com/Cement-It/133122199,528766674.0,13021994.0,,Trading Companies and Distributors,,,,1999.0,,,,Cement It,,,,,,,"Cement It, Inc.",www.cement-it.com,"2455 E Sunrise Blvd, Suite 1103, Fort Lauderdale Florida 33304, United States",https://panjiva.com/Cement-IT-Inc/65270314,528766674.0,13021994.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,PT EVERGLADES,CAPE EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,1804S,,,1,44340.0,44.34,44.34,8900.0,,,15102010,Construction Materials,,2523,13 PL CEMENT BAGS 520 BAGS 13 PL CEMENT BAGS 520 BAGS CEMENT IT AES ITN X20230130638341,,
PEVABH014992,2023-02-06,,Jrr Exp. Experts,,Fort Lauderdale,Florida,,United States,"Fort Lauderdale, FL, USA",,,,,,,,,,https://panjiva.com/Jrr-Exp-Experts/133157663,,,,,,,,,Trading Company,,,Jrr Export Expert,,,,,,,,,,,,,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,PT EVERGLADES,CAPE EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,1804S,,,1,7710.0,7.71,7.71,1500.0,,,15102010,Construction Materials,,2523,1 UN INTERNATIONAL 440 2009 WHITE ITN X20221212157858 ALL DOCUMENTS ATTACHED SHIPPED AT CONSIGNEE RISK SS FROM BL PEVABH014912 GRX 278S,,
1,2023-02-03,,Intl Materials Inc.,327 Plaza Real,Boca Raton,Florida,33432,United States,"327 Plaza Real #320, Boca Raton, FL 33432, USA",,,,+1 561 705 0350,,,,,,https://panjiva.com/Intl-Materials-Inc/31825099,,,187846217.0,,51070647.0,140.0,,1987.0,,6221,,International Materials,,,,,,,,,,,,,,LCIR - Lafarge Canada Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,M8003,PEOPLES,LCIR - Lafarge Canada Inc,24355,,,1,7500000.0,7500.0,7500.0,4425000.0,,,15102010,Construction Materials,,2520.10,GYPSUM,,
HF026HODA007,2023-02-03,,African Imp.,14250 Sunset Drive,Rogers,Arkansas,72758,United States,"14250 Sunset Dr, Rogers, AR 72758, USA",,,,,,,,,,https://panjiva.com/African-Imp/133025116,,,,,,,,,"Trading Company, Wholesale",,,African International,,,,,,,,,,,,,,"NSAU - National Shipping Co Of Saudi Arabia, The",Saudi Arabia,"Houston, Houston, Texas",Southwest Region,United States,"Ad Dammam, Saudi Arabia",Western Asia,Saudi Arabia,HOUSTON,BAHRI HOFUF,Saudi Arabia,"NSAU - National Shipping Co Of Saudi Arabia, The",26,,,1,27210.0,27.21,27.21,594000.0,,,20106020,Industrial Machinery,,8413.70,2004 SCHLUMBERGER CEMENT PUMP TRLR,,
PEVGC116323,2023-02-02,,Decco,1596 Pioneer Way,El Cajon,California,92020-1673,,"1596 Pioneer Way, El Cajon California 92020-1673, United States",,,,,,,,,,https://panjiva.com/Decco/143722163,117484302.0,8212785.0,,Metals and Mining,,,,1974.0,,,,Decco,,,,,,,"Decco Castings, Inc.",www.deccocastings.com,"1596 Pioneer Way, El Cajon California 92020-1673, United States",https://panjiva.com/Decco-Castings-Inc/57606361,117484302.0,8212785.0,,HYBU - Hybur Ltd,Cayman Islands,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Georgetown, Cayman Islands",Caribbean,Cayman Islands,PT EVERGLADES,BF FORTALEZA,Cyprus,HYBU - Hybur Ltd,008SB,,,1,7800.0,7.8,7.8,1600.0,,,15102010,Construction Materials,,2523,7017751 SEAL1069453UL8590182 SLAC. BUILDING MATERIALS MIXED COMMODITIES CONSIGNEE OWN CONTAINER AES ITN X20230201781279 X20230201785043,,
